INT_EPS,LEAF_EPS,LEAF_BUFSIZE,LEAF_FILL_DEC,LEAF_SPLIT_DEC,initial_size,build_time,upsert_time,read_time,final_size
8,64,128,5,8,36250025,317882,317882,317882,47325522
8,64,128,5,8,36250025,322448,322448,322448,47325522
8,64,128,5,8,36250025,323370,323370,323370,47325522
8,64,128,5,8,36250025,318492,318492,318492,47325522
